jockey_name,jockey_id,category,rides_total,rides_jra,rides_nar,nige_rate,senko_rate,mae_iki_rate,chudan_rate,koho_rate,avg_pos1c_rel,ds_rides,ds_nige_rate,ds_senko_rate,ds_mae_iki_rate,ns_rides,ns_koho_rate,wins,win_rate,recent_rides,recent_nige_rate,recent_mae_iki_rate
▲鷲頭,01202,JRA,635,635,0,6.14,17.32,23.46,27.72,45.35,0.5424,242,0.41,12.4,12.81,80,1.25,21,3.31,94,10.64,37.23
▲長浜,01214,JRA,628,628,0,9.87,17.99,27.87,34.71,30.57,0.4569,475,1.05,10.11,11.16,138,1.45,30,4.78,15,6.67,33.33
▲関本玲花,a03fd,NAR,625,0,625,3.84,13.28,17.12,27.36,59.52,0.6719,0,0.0,0.0,0.0,0,0.0,32,5.12,0,0.0,0.0
☆大山龍太,a0488,NAR,625,0,625,11.36,27.68,39.04,33.44,30.56,0.4744,0,0.0,0.0,0.0,0,0.0,50,8.0,0,0.0,0.0
★永島,01187,JRA,624,624,0,13.14,16.51,29.65,27.4,39.1,0.4813,0,0.0,0.0,0.0,0,0.0,37,5.93,0,0.0,0.0
倉兼育康,05481,NAR,624,0,624,5.45,17.47,22.92,26.92,53.37,0.6216,0,0.0,0.0,0.0,0,0.0,77,12.34,0,0.0,0.0
中村尚平,a0260,NAR,621,0,621,6.28,9.18,15.46,26.73,55.56,0.6108,273,0.0,2.93,2.93,82,0.0,10,1.61,175,13.71,26.29
▲合林海斗,05657,NAR,619,0,619,2.91,6.95,9.85,24.39,67.69,0.7236,551,1.27,5.26,6.53,56,21.43,21,3.39,0,0.0,0.0
☆松本,01191,JRA,615,615,0,9.92,19.02,28.94,32.85,33.33,0.464,323,0.93,13.0,13.93,105,0.95,30,4.88,229,11.35,33.62
☆永野,01188,JRA,613,613,0,10.44,14.19,24.63,32.63,37.85,0.5004,168,0.0,4.17,4.17,51,3.92,29,4.73,0,0.0,0.0
高倉,01130,JRA,607,607,0,7.58,19.6,27.18,32.62,34.27,0.4871,253,0.79,10.28,11.07,86,3.49,22,3.62,159,8.81,27.67
☆原,01184,JRA,605,605,0,8.76,16.36,25.12,34.71,33.55,0.4725,450,0.67,6.67,7.33,149,1.34,25,4.13,0,0.0,0.0
☆大畑慧悟,05648,NAR,599,0,599,10.35,14.19,24.54,30.05,47.08,0.5736,451,1.77,7.76,9.53,147,4.76,52,8.68,0,0.0,0.0
横山琉,01192,JRA,582,582,0,8.25,17.18,25.43,34.88,33.33,0.4776,339,0.88,6.49,7.37,118,0.85,19,3.26,410,8.54,23.9
高杉,01213,JRA,580,580,0,11.03,23.28,34.31,37.76,24.14,0.418,400,2.0,13.0,15.0,168,1.19,40,6.9,485,11.34,34.43
★小林美,01206,JRA,578,578,0,18.86,21.45,40.31,27.68,27.51,0.4195,293,1.71,9.9,11.6,196,2.04,39,6.75,156,20.51,44.23
▲柴田裕,01212,JRA,576,576,0,5.73,17.19,22.92,39.06,31.42,0.4825,458,0.87,10.04,10.92,110,0.91,27,4.69,173,6.36,20.81
▲青海大樹,05658,NAR,574,0,574,7.49,12.02,19.51,33.8,48.08,0.6067,12,0.0,16.67,16.67,8,0.0,21,3.66,0,0.0,0.0
室陽一朗,05651,NAR,570,0,570,7.54,16.32,23.86,28.07,48.07,0.581,443,1.35,10.38,11.74,104,1.92,24,4.21,390,8.21,26.41
五十嵐冬,05091,NAR,569,0,569,12.48,25.66,38.14,37.61,33.39,0.4893,0,0.0,0.0,0.0,0,0.0,83,14.59,0,0.0,0.0
赤津和希,05561,NAR,569,0,569,4.39,9.67,14.06,31.99,54.83,0.6237,324,2.16,6.48,8.64,48,2.08,22,3.87,230,6.52,13.91
☆新庄海誠,05670,NAR,564,0,564,7.45,20.04,27.48,34.57,40.6,0.5416,430,1.16,13.26,14.42,134,2.99,43,7.62,520,7.69,27.88
▲今村,01193,JRA,561,561,0,13.37,16.22,29.59,28.16,39.57,0.4932,194,1.55,8.76,10.31,66,1.52,29,5.17,34,8.82,29.41
★中島良美,05649,NAR,559,0,559,7.33,13.24,20.57,26.3,54.92,0.6087,228,1.32,7.89,9.21,32,0.0,18,3.22,0,0.0,0.0
宮崎光行,05089,NAR,559,0,559,10.2,25.58,35.78,34.17,36.14,0.4998,243,0.82,10.29,11.11,131,3.05,61,10.91,0,0.0,0.0
勝浦,01025,JRA,556,556,0,2.88,14.57,17.45,31.12,46.94,0.571,75,0.0,14.67,14.67,19,5.26,24,4.32,0,0.0,0.0
▲高橋愛叶,05671,NAR,554,0,554,7.4,17.69,25.09,35.02,42.6,0.5586,433,1.62,11.09,12.7,120,6.67,31,5.6,74,8.11,25.68
川又,01166,JRA,553,553,0,6.87,23.15,30.02,37.25,25.68,0.4343,264,1.52,12.5,14.02,102,0.0,16,2.89,192,7.29,31.25
☆土方颯太,05667,NAR,550,0,550,9.64,17.09,26.73,30.55,44.73,0.5588,415,0.96,9.88,10.84,135,3.7,51,9.27,459,9.59,27.45
▲水沼,01201,JRA,549,549,0,6.38,13.48,19.85,32.24,40.07,0.5259,278,1.8,7.91,9.71,56,0.0,12,2.19,191,4.71,16.23
原田和,01143,JRA,546,546,0,4.95,13.92,18.86,38.46,38.1,0.5192,300,0.67,12.0,12.67,55,1.82,9,1.65,177,5.65,20.34
国分祐仁,a0233,NAR,546,0,546,1.65,5.49,7.14,26.01,67.03,0.6987,280,1.07,3.93,5.0,9,0.0,4,0.73,131,1.53,9.16
▲中山蓮王,05656,NAR,544,0,544,7.72,21.32,29.04,33.09,42.28,0.549,0,0.0,0.0,0.0,0,0.0,32,5.88,0,0.0,0.0
浅野皓大,a03ff,NAR,541,0,541,5.36,15.16,20.52,34.38,47.87,0.5916,406,1.97,9.11,11.08,102,8.82,40,7.39,0,0.0,0.0
▲藤田凌駕,a056a,NAR,539,0,539,4.82,15.4,20.22,30.61,51.76,0.6077,440,0.45,6.36,6.82,97,0.0,31,5.75,207,4.83,25.6
☆西塚,01200,JRA,539,539,0,10.02,22.45,32.47,31.73,27.27,0.4317,356,0.84,9.27,10.11,172,1.16,39,7.24,248,9.27,29.84
荻野琢,01112,JRA,539,539,0,6.86,13.17,20.04,33.77,42.86,0.5403,299,1.0,7.36,8.36,69,7.25,17,3.15,164,6.71,23.78
☆中山蓮王,05656,NAR,530,0,530,7.74,15.85,23.58,31.89,46.79,0.5802,435,1.38,11.26,12.64,95,7.37,24,4.53,0,0.0,0.0
仲原大生,05594,NAR,529,0,529,4.91,14.74,19.66,34.97,45.37,0.5627,406,0.74,8.87,9.61,88,2.27,17,3.21,212,5.66,23.58
▲田中洸多,a041e,NAR,525,0,525,4.95,14.86,19.81,28.76,53.71,0.6147,229,0.44,5.68,6.11,39,0.0,21,4.0,0,0.0,0.0
横川怜央,a0278,NAR,525,0,525,9.14,11.43,20.57,34.67,42.29,0.5415,231,1.73,6.49,8.23,58,5.17,19,3.62,148,11.49,23.65
△青海大樹,05658,NAR,518,0,518,10.42,18.92,29.34,27.61,45.17,0.559,423,5.2,12.77,17.97,95,5.26,21,4.05,0,0.0,0.0
☆横山琉,01192,JRA,517,517,0,5.22,19.34,24.56,38.1,32.69,0.4846,342,0.58,9.36,9.94,102,0.98,36,6.96,100,4.0,17.0
☆室陽一朗,05651,NAR,515,0,515,8.74,19.61,28.35,30.1,44.27,0.5565,383,2.87,10.7,13.58,130,3.08,50,9.71,0,0.0,0.0
☆角田和,01186,JRA,514,514,0,10.12,22.57,32.68,33.66,27.43,0.43,137,1.46,10.95,12.41,81,2.47,30,5.84,0,0.0,0.0
真島大輔,05420,NAR,512,0,512,13.48,25.78,39.26,39.65,19.34,0.3947,0,0.0,0.0,0.0,0,0.0,94,18.36,0,0.0,0.0
▲小谷哲平,a05dd,NAR,509,0,509,8.45,16.11,24.56,26.72,51.28,0.6122,408,2.21,8.58,10.78,100,2.0,33,6.48,509,8.45,24.56
☆菅原涼太,05612,NAR,507,0,507,13.02,19.92,32.94,32.15,31.95,0.4552,261,2.3,10.34,12.64,103,0.0,24,4.73,0,0.0,0.0
☆大友一馬,B0070,NAR,506,0,506,4.35,18.97,23.32,33.79,48.42,0.5981,0,0.0,0.0,0.0,0,0.0,40,7.91,421,4.04,22.57
中原蓮,B0076,NAR,506,0,506,5.73,22.13,27.87,29.84,45.45,0.581,0,0.0,0.0,0.0,0,0.0,39,7.71,397,4.79,25.44
長尾翼玖,a048a,NAR,506,0,506,5.53,12.85,18.38,22.73,60.87,0.666,403,1.74,8.68,10.42,63,6.35,13,2.57,363,6.06,20.11
▲佐藤,01207,JRA,505,505,0,4.55,13.07,17.62,34.85,43.17,0.5397,353,1.7,6.8,8.5,73,1.37,6,1.19,208,4.81,18.75
▲佐々木,01197,JRA,499,499,0,12.63,17.84,30.46,29.86,34.67,0.4627,0,0.0,0.0,0.0,0,0.0,24,4.81,0,0.0,0.0
木幡初,01153,JRA,499,499,0,9.02,16.63,25.65,38.68,32.26,0.4788,226,0.88,10.62,11.5,77,0.0,13,2.61,144,14.58,31.94
☆泉谷,01182,JRA,498,498,0,7.03,13.65,20.68,36.75,37.95,0.5054,120,0.0,5.83,5.83,31,0.0,15,3.01,0,0.0,0.0
嬉勝則,a00ab,NAR,490,0,490,6.12,15.51,21.63,30.0,50.82,0.5961,162,0.62,11.11,11.73,51,7.84,21,4.29,0,0.0,0.0
城戸,01147,JRA,488,488,0,7.99,16.8,24.8,31.15,41.6,0.5207,194,0.0,11.34,11.34,38,10.53,6,1.23,104,8.65,25.0
庄司大輔,a01d5,NAR,488,0,488,4.3,12.7,17.01,23.98,61.07,0.6575,299,1.34,4.68,6.02,56,5.36,27,5.53,166,2.41,12.05
キング,05643,JRA,484,484,0,13.02,25.62,38.64,34.92,19.21,0.3784,291,0.69,9.62,10.31,192,0.52,65,13.43,156,11.54,43.59
柴田善,00641,JRA,483,483,0,9.11,14.08,23.19,34.16,37.89,0.5006,209,0.96,5.26,6.22,92,3.26,22,4.55,105,15.24,25.71
濱田達也,a0236,NAR,482,0,482,7.47,16.39,23.86,33.82,43.98,0.5483,240,0.83,9.17,10.0,70,0.0,15,3.11,152,7.89,19.74
☆長江慶悟,05635,NAR,479,0,479,8.14,19.62,27.77,30.69,50.1,0.5956,399,3.01,13.78,16.79,79,6.33,33,6.89,0,0.0,0.0
☆吉村,01216,JRA,476,476,0,8.4,24.79,33.19,39.08,22.06,0.413,315,1.27,11.75,13.02,158,1.27,40,8.4,476,8.4,33.19
▲谷内貫太,05650,NAR,473,0,473,6.77,13.11,19.87,30.66,46.51,0.5626,85,0.0,4.71,4.71,33,0.0,8,1.69,0,0.0,0.0
酒井忍,05000,NAR,467,0,467,9.64,13.28,22.91,26.98,48.39,0.5744,0,0.0,0.0,0.0,0,0.0,26,5.57,0,0.0,0.0
永野,01188,JRA,464,464,0,10.78,21.12,31.9,32.33,32.33,0.4627,209,0.96,13.88,14.83,72,0.0,21,4.53,0,0.0,0.0
レーン,05585,JRA,462,462,0,8.66,27.27,35.93,36.36,20.78,0.3942,102,1.96,10.78,12.75,81,0.0,101,21.86,159,11.95,45.28
★古川奈,01190,JRA,461,461,0,14.1,12.58,26.68,34.27,35.36,0.4823,121,2.48,3.31,5.79,45,2.22,25,5.42,0,0.0,0.0
▲鷹見陸,a04d4,NAR,460,0,460,11.3,16.52,27.83,32.83,35.65,0.491,142,2.82,6.34,9.15,52,0.0,33,7.17,0,0.0,0.0
▲城野慈尚,a0577,NAR,459,0,459,11.33,20.48,31.81,30.5,41.83,0.5315,367,1.36,16.08,17.44,92,1.09,32,6.97,0,0.0,0.0
秋山真,01019,JRA,458,458,0,8.52,13.76,22.27,25.76,48.47,0.5508,37,2.7,8.11,10.81,10,0.0,29,6.33,0,0.0,0.0
▲木間塚龍,05607,NAR,456,0,456,6.8,11.4,18.2,24.34,58.11,0.6426,0,0.0,0.0,0.0,0,0.0,17,3.73,0,0.0,0.0
△坂井瑛音,a056b,NAR,455,0,455,5.93,15.16,21.1,23.52,57.8,0.642,373,1.07,7.77,8.85,76,1.32,11,2.42,455,5.93,21.1
▲山本大翔,a056d,NAR,452,0,452,7.08,14.6,21.68,22.12,58.41,0.6263,374,0.8,6.95,7.75,76,1.32,24,5.31,192,6.77,20.83
☆七夕裕次,05611,NAR,452,0,452,8.63,16.15,24.78,29.65,46.68,0.5588,63,3.17,7.94,11.11,11,9.09,23,5.09,0,0.0,0.0
的場文男,00817,NAR,452,0,452,8.85,22.79,31.64,29.2,35.84,0.4795,20,0.0,0.0,0.0,8,0.0,38,8.41,0,0.0,0.0
Ｃデム,05473,JRA,452,452,0,9.29,30.75,40.04,40.93,16.59,0.38,153,1.31,9.8,11.11,146,2.74,99,21.9,160,8.12,40.62
内田利雄,05001,NAR,451,0,451,8.43,11.53,19.96,37.25,43.24,0.5569,139,3.6,4.32,7.91,39,12.82,27,5.99,0,0.0,0.0
池田敦,a00d0,NAR,447,0,447,20.58,25.06,45.64,27.29,36.02,0.4746,75,4.0,18.67,22.67,22,0.0,45,10.07,0,0.0,0.0
▲小林勝,01205,JRA,446,446,0,15.92,15.47,31.39,33.18,27.35,0.4255,230,1.74,6.96,8.7,92,0.0,21,4.71,0,0.0,0.0
▲高橋優,a056e,NAR,443,0,443,9.03,13.54,22.57,31.83,45.37,0.5493,360,1.39,8.06,9.44,83,0.0,11,2.48,228,12.72,26.32
松田,01030,JRA,443,443,0,8.35,16.7,25.06,32.28,37.02,0.4945,0,0.0,0.0,0.0,0,0.0,13,2.93,0,0.0,0.0
吉村,01216,JRA,442,442,0,9.05,22.85,31.9,35.07,28.73,0.4429,307,0.65,11.4,12.05,123,0.0,20,4.52,367,7.63,31.61
△小林脩,01183,JRA,440,440,0,6.36,12.73,19.09,36.59,36.36,0.4989,153,0.65,9.15,9.8,44,0.0,9,2.05,0,0.0,0.0
▲田山,01220,JRA,439,439,0,7.97,21.87,29.84,37.59,24.6,0.4201,315,0.0,10.16,10.16,114,0.0,21,4.78,411,7.79,30.66
☆高杉,01213,JRA,439,439,0,11.62,24.83,36.45,34.17,23.23,0.4009,299,1.34,14.72,16.05,138,0.72,41,9.34,303,12.54,36.63
▲室陽一朗,05651,NAR,438,0,438,10.27,18.26,28.54,35.16,37.21,0.5088,0,0.0,0.0,0.0,0,0.0,32,7.31,0,0.0,0.0
▲原,01184,JRA,437,437,0,10.07,13.5,23.57,23.8,47.83,0.5367,0,0.0,0.0,0.0,0,0.0,12,2.75,0,0.0,0.0
★神尾香澄,05613,NAR,434,0,434,9.45,15.21,24.65,28.34,49.31,0.5784,34,2.94,14.71,17.65,17,5.88,29,6.68,0,0.0,0.0
☆明星晴大,a0571,NAR,433,0,433,7.62,20.09,27.71,28.41,49.65,0.5913,317,1.89,11.36,13.25,115,12.17,53,12.24,433,7.62,27.71
★今村,01193,JRA,432,432,0,10.88,15.28,26.16,26.39,44.21,0.5183,0,0.0,0.0,0.0,0,0.0,45,10.42,0,0.0,0.0
▲吉村,01216,JRA,428,428,0,11.21,25.93,37.15,35.28,21.03,0.4026,290,1.03,13.79,14.83,135,2.22,26,6.07,0,0.0,0.0
坂下秀樹,05054,NAR,428,0,428,4.21,11.68,15.89,22.66,64.95,0.6889,253,1.58,4.35,5.93,33,3.03,2,0.47,159,3.77,8.18
岩部,00726,JRA,426,426,0,5.87,10.09,15.96,28.64,50.0,0.5787,208,0.48,5.77,6.25,25,4.0,1,0.23,76,1.32,11.84
遠藤健太,a025a,NAR,423,0,423,3.78,6.62,10.4,25.53,62.65,0.6751,228,0.0,1.75,1.75,35,0.0,4,0.95,103,5.83,9.71
▲神尾香澄,05613,NAR,422,0,422,5.45,11.85,17.3,27.73,56.16,0.6256,355,0.85,3.94,4.79,67,2.99,16,3.79,221,5.43,17.65
▲佐野遥久,a0570,NAR,418,0,418,12.68,22.49,35.17,29.43,35.17,0.4804,297,2.36,12.79,15.15,121,1.65,33,7.89,0,0.0,0.0
▲近藤翔月,a05df,NAR,418,0,418,9.09,19.14,28.23,29.67,44.98,0.5634,336,2.08,12.2,14.29,80,2.5,33,7.89,407,9.09,28.01
▲角田河,01199,JRA,417,417,0,11.03,18.23,29.26,29.98,40.29,0.49,0,0.0,0.0,0.0,0,0.0,27,6.47,0,0.0,0.0
水口,01133,JRA,417,417,0,6.71,14.15,20.86,30.7,44.12,0.5405,182,0.0,10.44,10.44,41,4.88,22,5.28,45,6.67,24.44
☆宮内勇樹,a050d,NAR,416,0,416,17.31,23.32,40.62,30.05,32.45,0.4587,264,1.14,12.88,14.02,151,0.66,49,11.78,18,16.67,22.22
濱尚美,05617,NAR,414,0,414,6.28,22.22,28.5,28.99,48.07,0.5926,321,0.31,15.89,16.2,81,2.47,29,7.0,0,0.0,0.0
▲野畑凌,a04d8,NAR,411,0,411,20.44,20.68,41.12,35.28,25.55,0.4255,0,0.0,0.0,0.0,0,0.0,31,7.54,0,0.0,0.0
☆城野慈尚,a0577,NAR,410,0,410,7.8,15.85,23.66,29.51,50.98,0.6036,336,0.3,11.01,11.31,68,1.47,31,7.56,410,7.8,23.66
野澤憲彦,05358,NAR,409,0,409,7.33,15.65,22.98,30.32,48.66,0.5916,228,0.44,7.02,7.46,29,0.0,13,3.18,118,1.69,13.56
☆谷内貫太,05650,NAR,406,0,406,7.64,13.79,21.43,24.38,53.69,0.6022,329,0.91,5.47,6.38,77,0.0,12,2.96,406,7.64,21.43
Ｍ．ミシ,05586,NAR,406,0,406,5.67,16.26,21.92,31.28,47.04,0.5713,314,0.96,6.69,7.64,89,6.74,27,6.65,179,3.91,17.32
△所蛍,a050f,NAR,401,0,401,3.49,13.97,17.46,27.68,56.86,0.6345,346,0.0,8.38,8.38,52,0.0,17,4.24,208,1.92,15.38
武士沢,01029,JRA,401,401,0,3.74,9.23,12.97,29.68,54.61,0.607,40,0.0,2.5,2.5,8,0.0,4,1.0,0,0.0,0.0
▲新庄海誠,05670,NAR,400,0,400,8.0,25.5,33.5,33.0,37.5,0.5206,294,1.7,14.29,15.99,106,1.89,30,7.5,0,0.0,0.0
▲舟山,01221,JRA,398,398,0,11.06,22.61,33.67,32.41,26.38,0.4219,258,1.94,11.24,13.18,129,1.55,24,6.03,379,11.08,33.51
▲望月洵輝,a0572,NAR,397,0,397,6.55,17.38,23.93,41.81,35.77,0.5232,292,1.03,6.85,7.88,105,5.71,36,9.07,0,0.0,0.0
マーカ,05626,JRA,397,397,0,4.79,21.41,26.2,45.09,18.14,0.398,164,0.0,10.98,10.98,93,0.0,49,12.34,110,5.45,23.64
▲深澤杏花,a0422,NAR,395,0,395,16.2,16.71,32.91,16.71,56.71,0.6093,0,0.0,0.0,0.0,0,0.0,34,8.61,0,0.0,0.0
實川純一,a01f6,NAR,392,0,392,7.65,14.29,21.94,29.59,51.53,0.6017,178,0.0,8.99,8.99,23,0.0,11,2.81,85,7.06,16.47
▲濱尚美,05617,NAR,390,0,390,9.74,20.26,30.0,24.62,49.23,0.5847,89,1.12,8.99,10.11,22,0.0,12,3.08,0,0.0,0.0
大友一馬,B0070,NAR,390,0,390,5.38,12.82,18.21,27.44,58.46,0.6532,0,0.0,0.0,0.0,0,0.0,24,6.15,289,3.81,16.26
☆松本一心,a0512,NAR,387,0,387,11.63,23.51,35.14,25.58,48.58,0.5744,295,5.76,19.32,25.08,90,12.22,34,8.79,387,11.63,35.14
▲和田陽,01223,JRA,385,385,0,10.39,19.48,29.87,30.91,33.25,0.4638,286,1.75,11.19,12.94,89,1.12,12,3.12,353,11.05,29.46
鮫島良,01099,JRA,385,385,0,7.53,15.32,22.86,32.73,42.6,0.5356,162,0.0,8.02,8.02,50,0.0,6,1.56,99,6.06,24.24
☆望月洵輝,a0572,NAR,382,0,382,7.59,18.32,25.92,41.88,34.55,0.5093,283,1.41,10.25,11.66,99,6.06,50,13.09,0,0.0,0.0
西村栄喜,05457,NAR,382,0,382,4.19,11.78,15.97,25.92,60.47,0.6716,221,0.9,8.6,9.5,38,7.89,19,4.97,129,6.2,14.73
☆魚住謙心,05604,NAR,379,0,379,13.98,21.11,35.09,27.18,45.91,0.5511,0,0.0,0.0,0.0,0,0.0,32,8.44,0,0.0,0.0
高橋昭平,a02d9,NAR,379,0,379,7.65,9.23,16.89,23.48,56.73,0.6117,214,0.0,2.8,2.8,59,3.39,23,6.07,140,14.29,27.86
▲遠藤,01218,JRA,375,375,0,9.07,16.27,25.33,31.2,40.27,0.5211,277,0.36,7.94,8.3,87,2.3,6,1.6,338,8.58,24.56
中島良美,05649,NAR,373,0,373,5.36,10.99,16.35,27.35,56.57,0.6263,315,1.9,8.25,10.16,29,0.0,8,2.14,233,4.72,14.16
▲明星晴大,a0571,NAR,371,0,371,7.01,18.33,25.34,30.73,52.29,0.6062,302,2.32,11.59,13.91,67,5.97,33,8.89,0,0.0,0.0
☆仲原大生,05594,NAR,371,0,371,4.85,12.67,17.52,35.58,42.86,0.55,0,0.0,0.0,0.0,0,0.0,14,3.77,0,0.0,0.0
田中涼,a0293,NAR,369,0,369,8.4,10.84,19.24,26.56,56.1,0.6322,207,1.45,7.25,8.7,35,14.29,15,4.07,124,6.45,16.94
▲西塚,01200,JRA,366,366,0,12.02,19.67,31.69,26.5,35.25,0.4578,30,0.0,16.67,16.67,17,5.88,20,5.46,0,0.0,0.0
★深澤杏花,a0422,NAR,362,0,362,12.98,13.81,26.8,18.51,60.77,0.6378,0,0.0,0.0,0.0,0,0.0,28,7.73,0,0.0,0.0
△永野,01188,JRA,360,360,0,11.11,11.67,22.78,28.89,44.72,0.5277,0,0.0,0.0,0.0,0,0.0,17,4.72,0,0.0,0.0
木幡育,01167,JRA,360,360,0,4.44,15.0,19.44,35.83,40.83,0.5342,203,0.0,7.88,7.88,35,0.0,4,1.11,108,2.78,12.04
△長浜,01214,JRA,358,358,0,5.03,17.6,22.63,40.78,30.73,0.4755,267,1.12,6.74,7.87,78,1.28,12,3.35,358,5.03,22.63
☆角田河,01199,JRA,355,355,0,6.76,29.3,36.06,32.96,24.79,0.4163,182,1.1,13.74,14.84,107,0.0,16,4.51,0,0.0,0.0
☆加茂飛翔,a04aa,NAR,352,0,352,8.81,15.34,24.15,26.7,50.85,0.5969,0,0.0,0.0,0.0,0,0.0,26,7.39,0,0.0,0.0
上野,01087,JRA,351,351,0,17.38,27.92,45.3,24.79,31.91,0.4343,139,7.91,30.94,38.85,73,1.37,36,10.26,102,15.69,48.04
▲杉山海波,a05db,NAR,349,0,349,11.75,14.61,26.36,29.51,44.41,0.5392,260,1.15,5.77,6.92,88,2.27,13,3.72,349,11.75,26.36
明星晴大,a0571,NAR,349,0,349,8.02,23.21,31.23,27.79,48.14,0.5731,227,2.2,14.54,16.74,81,16.05,35,10.03,341,7.92,31.67
▲横山琉,01192,JRA,348,348,0,10.34,20.98,31.32,30.17,33.62,0.4644,0,0.0,0.0,0.0,0,0.0,21,6.03,0,0.0,0.0
▲中山遥人,a05d8,NAR,346,0,346,13.01,22.25,35.26,32.66,31.79,0.466,245,2.04,14.69,16.73,100,2.0,32,9.25,346,13.01,35.26
田中健,01114,JRA+NAR,346,345,1,8.67,17.63,26.3,32.95,36.71,0.4834,137,0.73,13.87,14.6,32,0.0,9,2.6,30,6.67,23.33
▲古川奈,01190,JRA,344,344,0,7.27,15.12,22.38,40.12,30.81,0.4799,268,0.37,7.46,7.84,74,1.35,14,4.07,264,6.82,22.73
☆東川慎,a03df,NAR,343,0,343,15.45,26.82,42.27,25.95,43.73,0.5449,0,0.0,0.0,0.0,0,0.0,37,10.79,0,0.0,0.0
△小沢,01185,JRA,341,341,0,9.09,16.42,25.51,30.79,37.83,0.4874,0,0.0,0.0,0.0,0,0.0,18,5.28,0,0.0,0.0
及川裕一,a01e8,NAR,340,0,340,7.94,13.82,21.76,27.65,53.53,0.6137,257,0.78,7.0,7.78,81,12.35,40,11.76,230,7.83,20.43
▲新原周馬,05647,NAR,339,0,339,10.91,21.53,32.45,33.63,35.1,0.4927,0,0.0,0.0,0.0,0,0.0,33,9.73,0,0.0,0.0
泉谷,01182,JRA,331,331,0,10.27,12.69,22.96,36.86,36.86,0.4859,122,2.46,6.56,9.02,40,0.0,18,5.44,90,14.44,31.11
☆加藤翔馬,05655,NAR,327,0,327,16.51,25.69,42.2,30.28,37.92,0.5083,232,5.17,21.55,26.72,90,7.78,42,12.84,0,0.0,0.0
☆兼子千央,05603,NAR,325,0,325,8.0,14.15,22.15,27.38,55.38,0.6158,0,0.0,0.0,0.0,0,0.0,15,4.62,0,0.0,0.0
伴,01149,JRA,324,324,0,16.67,24.69,41.36,25.31,33.02,0.4608,140,7.14,19.29,26.43,50,0.0,27,8.33,85,11.76,35.29
▲土方颯太,a0576,NAR,323,0,323,12.38,22.91,35.29,27.24,41.18,0.522,226,0.44,13.72,14.16,97,3.09,30,9.29,0,0.0,0.0
五十嵐,01069,JRA,323,323,0,22.91,28.48,51.39,24.77,24.46,0.3939,114,10.53,19.3,29.82,57,0.0,32,9.91,63,11.11,42.86
今井千尋,B0068,NAR,323,0,323,10.53,28.17,38.7,35.29,30.96,0.4824,0,0.0,0.0,0.0,0,0.0,32,9.91,70,11.43,35.71
加藤,01156,JRA,323,323,0,8.36,15.48,23.84,30.65,41.18,0.5089,121,0.0,10.74,10.74,37,0.0,5,1.55,76,7.89,28.95
▲林悠翔,a05e1,NAR,322,0,322,12.11,18.63,30.75,31.37,39.75,0.5239,225,4.44,11.56,16.0,93,3.23,31,9.63,312,11.22,30.45
高橋利幸,a01f7,NAR,315,0,315,5.08,15.24,20.32,30.16,50.16,0.5987,162,0.62,5.56,6.17,31,9.68,9,2.86,91,7.69,19.78
△城野慈尚,a0577,NAR,314,0,314,6.69,20.06,26.75,27.07,49.36,0.5897,255,0.0,12.16,12.16,58,0.0,19,6.05,142,7.04,23.94
小野寺,01123,JRA,314,314,0,10.51,18.15,28.66,35.67,36.94,0.4964,138,5.07,15.22,20.29,37,8.11,16,5.1,87,14.94,37.93
草野,01113,JRA,313,313,0,9.27,19.17,28.43,20.45,52.4,0.5831,133,6.77,16.54,23.31,42,9.52,17,5.43,82,3.66,26.83
△佐野遥久,a0570,NAR,312,0,312,13.78,15.71,29.49,36.22,33.65,0.4691,221,1.36,11.31,12.67,90,1.11,21,6.73,0,0.0,0.0
▲土田,01198,JRA,310,310,0,3.55,12.58,16.13,34.19,46.13,0.5607,159,2.52,10.06,12.58,14,7.14,2,0.65,77,1.3,11.69
ムルザ,05627,JRA,310,310,0,8.71,23.23,31.94,36.77,29.35,0.4385,105,0.95,13.33,14.29,46,0.0,42,13.55,0,0.0,0.0
☆新原周馬,05647,NAR,308,0,308,8.12,14.29,22.4,31.17,44.81,0.5639,0,0.0,0.0,0.0,0,0.0,24,7.79,0,0.0,0.0
▲長江慶悟,a042a,NAR,306,0,306,4.9,11.76,16.67,20.59,68.63,0.7141,0,0.0,0.0,0.0,0,0.0,28,9.15,0,0.0,0.0
西塚,01200,JRA,305,305,0,12.13,19.67,31.8,31.8,31.8,0.452,199,3.02,10.55,13.57,79,0.0,19,6.23,145,11.72,28.28
△横山琉,01192,JRA,304,304,0,4.93,13.16,18.09,36.18,38.16,0.508,0,0.0,0.0,0.0,0,0.0,19,6.25,0,0.0,0.0
本村直樹,a0128,NAR,304,0,304,1.32,6.58,7.89,32.24,58.22,0.6508,187,0.0,3.21,3.21,13,0.0,5,1.64,110,0.91,7.27
▲橋木,01215,JRA,303,303,0,8.25,17.82,26.07,38.94,31.02,0.4692,234,2.14,8.12,10.26,62,0.0,5,1.65,137,8.03,21.9
林康文,B0066,NAR,303,0,303,2.64,13.53,16.17,28.71,59.41,0.66,0,0.0,0.0,0.0,0,0.0,23,7.59,113,3.54,16.81
